result_id,search_id,airline,loyalty_program,cabin,miles_required,taxes_inr,cash_ticket_price_inr,availability
R0005725,S004961,Emirates,Skywards,Economy,29423,5606,82809,Available
R0005726,S004962,United Airlines,MileagePlus,Economy,39537,4286,88421,Available
R0005727,S004962,Singapore Airlines,KrisFlyer,Economy,34448,15713,77719,Available
R0005728,S004963,Lufthansa,Miles & More,Business,146320,9307,249811,Available
R0005729,S004963,Emirates,Skywards,Business,121685,7481,288492,Available
R0005730,S004964,Qatar Airways,Privilege Club,Business,138353,4124,420466,Available
R0005731,S004965,Lufthansa,Miles & More,Economy,30480,4867,88728,Available
R0005732,S004965,Singapore Airlines,KrisFlyer,Economy,47313,12573,132692,Available
R0005733,S004968,Air India,Flying Returns,Economy,59997,12075,189735,Available
R0005734,S004968,Singapore Airlines,KrisFlyer,Economy,36977,9752,106766,Available
R0005735,S004970,Singapore Airlines,KrisFlyer,First,154502,9633,441070,Available
R0005736,S004971,Air India,Flying Returns,Economy,43200,15778,91129,Available
R0005737,S004972,Air India,Flying Returns,Business,95068,7288,202337,Available
R0005738,S004972,United Airlines,MileagePlus,Business,120542,4257,240889,Available
R0005739,S004975,Etihad Airways,Etihad Guest,Business,105981,14496,351092,Available
R0005740,S004975,Emirates,Skywards,Business,79557,13249,184451,Available
R0005741,S004976,Singapore Airlines,KrisFlyer,Economy,27575,14887,61795,Available
R0005742,S004977,Singapore Airlines,KrisFlyer,Economy,63032,14637,183877,Available
R0005743,S004977,Qatar Airways,Privilege Club,Economy,35477,5414,100186,Available
R0005744,S004979,Lufthansa,Miles & More,Economy,25950,16388,98616,Available
R0005745,S004979,Qatar Airways,Privilege Club,Economy,51855,11562,162425,Available
R0005746,S004979,United Airlines,MileagePlus,Economy,32343,13891,102243,Available
R0005747,S004980,Etihad Airways,Etihad Guest,Business,68251,9963,157006,Available
R0005748,S004981,Lufthansa,Miles & More,Economy,57658,16169,139022,Available
R0005749,S004981,Emirates,Skywards,Economy,35090,13756,118906,Available
R0005750,S004982,Qatar Airways,Privilege Club,Business,120999,5108,241979,Available
R0005751,S004982,Air India,Flying Returns,Business,134945,16205,243603,Available
R0005752,S004982,Singapore Airlines,KrisFlyer,Business,61690,15260,122223,Available
R0005753,S004983,Qatar Airways,Privilege Club,Business,97426,5083,289786,Available
R0005754,S004983,Etihad Airways,Etihad Guest,Business,87928,15920,166009,Available
R0005755,S004984,Etihad Airways,Etihad Guest,Economy,46152,7377,125626,Available
R0005756,S004986,Qatar Airways,Privilege Club,Business,110607,5969,332997,Available
R0005757,S004987,Emirates,Skywards,Economy,56331,12566,105271,Available
R0005758,S004987,Etihad Airways,Etihad Guest,Economy,43788,10957,109383,Available
R0005759,S004988,Singapore Airlines,KrisFlyer,Business,129510,9742,366199,Available
R0005760,S004989,Singapore Airlines,KrisFlyer,Business,73012,12665,208914,Available
R0005761,S004990,Lufthansa,Miles & More,Economy,38000,16151,83561,Available
R0005762,S004991,Etihad Airways,Etihad Guest,Business,148717,16852,312668,Available
R0005763,S004991,Air India,Flying Returns,Business,116727,8694,197690,Available
R0005764,S004992,Emirates,Skywards,Economy,54538,15290,109919,Available
R0005765,S004992,Air India,Flying Returns,Economy,36100,14802,73638,Available
R0005766,S004992,Singapore Airlines,KrisFlyer,Economy,46456,8943,90579,Available
R0005767,S004997,Qatar Airways,Privilege Club,Economy,60628,11824,159634,Available
R0005768,S004997,Emirates,Skywards,Economy,43456,17661,111798,Available
R0005769,S004998,Air Canada,Aeroplan,Economy,28861,9826,71057,Available
R0005770,S004999,Air India,Flying Returns,Economy,48258,17337,157756,Available
R0005771,S004999,Lufthansa,Miles & More,Economy,60381,10410,128065,Available
R0005772,S005001,Lufthansa,Miles & More,Economy,36984,8543,97005,Available
R0005773,S005002,United Airlines,MileagePlus,Business,122832,11706,366688,Available
R0005774,S005004,Singapore Airlines,KrisFlyer,Business,99190,7511,201245,Available
R0005775,S005004,Air India,Flying Returns,Business,68605,14868,203352,Available
R0005776,S005004,Emirates,Skywards,Business,85839,11411,244244,Available
R0005777,S005005,United Airlines,MileagePlus,Business,110982,11353,211142,Available
R0005778,S005006,Emirates,Skywards,First,181669,6379,555937,Available
R0005779,S005006,Air India,Flying Returns,First,121977,4139,220361,Available
R0005780,S005006,Lufthansa,Miles & More,First,124507,4943,230554,Available
R0005781,S005008,Etihad Airways,Etihad Guest,Economy,30158,17999,96376,Available
R0005782,S005013,Emirates,Skywards,Economy,39357,5883,102382,Available
R0005783,S005013,United Airlines,MileagePlus,Economy,48600,9128,90315,Available
R0005784,S005013,Singapore Airlines,KrisFlyer,Economy,63287,3563,115729,Available
R0005785,S005014,Etihad Airways,Etihad Guest,Economy,29886,12283,87636,Available
R0005786,S005015,Emirates,Skywards,Economy,30009,15269,66290,Available
R0005787,S005017,Lufthansa,Miles & More,Business,145104,16875,403162,Available
R0005788,S005018,Lufthansa,Miles & More,Economy,31609,16274,116810,Available
R0005789,S005018,United Airlines,MileagePlus,Economy,45192,16362,90993,Available
R0005790,S005020,Emirates,Skywards,Business,97642,7272,276849,Available
R0005791,S005020,Qatar Airways,Privilege Club,Business,68261,17046,214552,Available
R0005792,S005020,Air Canada,Aeroplan,Business,63333,5546,156889,Available
R0005793,S005021,Etihad Airways,Etihad Guest,Economy,34011,16807,86820,Available
R0005794,S005021,Air India,Flying Returns,Economy,55496,3607,139439,Available
R0005795,S005022,Lufthansa,Miles & More,Business,138695,7358,347174,Available
R0005796,S005022,Etihad Airways,Etihad Guest,Business,69409,4056,181022,Available
R0005797,S005023,Air Canada,Aeroplan,Business,105753,6464,176594,Available
R0005798,S005024,Lufthansa,Miles & More,Economy,53155,14344,119414,Available
R0005799,S005025,Air Canada,Aeroplan,Economy,37959,13650,90197,Available
R0005800,S005025,Etihad Airways,Etihad Guest,Economy,52230,5587,145691,Available
R0005801,S005025,Air India,Flying Returns,Economy,62673,3573,167244,Available
R0005802,S005026,Air Canada,Aeroplan,Business,118450,15946,361310,Available
R0005803,S005027,Singapore Airlines,KrisFlyer,Economy,56974,4145,174212,Available
R0005804,S005027,Air Canada,Aeroplan,Economy,45940,8502,93256,Available
R0005805,S005027,United Airlines,MileagePlus,Economy,50919,6803,111402,Available
R0005806,S005029,United Airlines,MileagePlus,Economy,55296,6538,121890,Available
R0005807,S005029,Singapore Airlines,KrisFlyer,Economy,54405,4903,154877,Available
R0005808,S005029,Air Canada,Aeroplan,Economy,56554,7677,106166,Available
R0005809,S005030,Etihad Airways,Etihad Guest,Economy,29888,10213,62751,Available
R0005810,S005031,Air Canada,Aeroplan,Business,83608,12229,269154,Available
R0005811,S005032,Singapore Airlines,KrisFlyer,Business,127843,5290,344678,Available
R0005812,S005032,Air India,Flying Returns,Business,120926,12065,305023,Available
R0005813,S005032,Qatar Airways,Privilege Club,Business,99554,4526,314623,Available
R0005814,S005033,Emirates,Skywards,First,185885,12604,486789,Available
R0005815,S005033,Etihad Airways,Etihad Guest,First,153620,10786,409717,Available
R0005816,S005034,Etihad Airways,Etihad Guest,Economy,27427,14682,90924,Available
R0005817,S005034,Lufthansa,Miles & More,Economy,54163,11861,158968,Available
R0005818,S005034,Qatar Airways,Privilege Club,Economy,27277,13747,76934,Available
R0005819,S005037,United Airlines,MileagePlus,Business,122950,13318,384306,Available
R0005820,S005037,Air Canada,Aeroplan,Business,114083,14683,356205,Available
R0005821,S005038,Qatar Airways,Privilege Club,Business,71448,8911,201970,Available
R0005822,S005038,Emirates,Skywards,Business,83015,13414,251386,Available
R0005823,S005039,Qatar Airways,Privilege Club,Economy,38278,7458,89088,Available
R0005824,S005039,Air Canada,Aeroplan,Economy,39176,5935,94638,Available
R0005825,S005039,Emirates,Skywards,Economy,41879,6452,130109,Available
R0005826,S005044,Qatar Airways,Privilege Club,Business,147889,5941,282945,Available
R0005827,S005048,Air Canada,Aeroplan,Economy,25629,7773,77429,Available
R0005828,S005050,Etihad Airways,Etihad Guest,Economy,58170,8112,188952,Available
R0005829,S005051,United Airlines,MileagePlus,Economy,53560,9768,96401,Available
R0005830,S005052,Qatar Airways,Privilege Club,Economy,58783,3984,110017,Available
R0005831,S005052,Emirates,Skywards,Economy,50718,4165,164758,Available
R0005832,S005053,Emirates,Skywards,Economy,29875,4032,91052,Available
R0005833,S005055,Qatar Airways,Privilege Club,Economy,33323,9104,98794,Available
R0005834,S005055,Air Canada,Aeroplan,Economy,60751,11744,117649,Available
R0005835,S005056,Singapore Airlines,KrisFlyer,Business,75180,15629,157220,Available
R0005836,S005056,United Airlines,MileagePlus,Business,140892,6380,377744,Available
R0005837,S005058,Etihad Airways,Etihad Guest,Economy,62119,13035,121638,Available
R0005838,S005058,United Airlines,MileagePlus,Economy,46912,12141,145257,Available
R0005839,S005060,Singapore Airlines,KrisFlyer,Economy,36497,12067,103269,Available
R0005840,S005064,Singapore Airlines,KrisFlyer,Economy,56630,14894,116431,Available
R0005841,S005067,Air India,Flying Returns,Economy,27692,11014,86772,Available
R0005842,S005070,United Airlines,MileagePlus,Business,124017,10519,369165,Available
R0005843,S005070,Singapore Airlines,KrisFlyer,Business,93894,11273,278955,Available
R0005844,S005072,Etihad Airways,Etihad Guest,Economy,63326,17749,203114,Available
R0005845,S005073,Air India,Flying Returns,Economy,42824,7103,133943,Available
R0005846,S005073,Emirates,Skywards,Economy,47042,10113,96850,Available
R0005847,S005074,Air Canada,Aeroplan,Business,75869,7387,149864,Available
R0005848,S005074,Lufthansa,Miles & More,Business,136649,17014,366894,Available
R0005849,S005074,Air India,Flying Returns,Business,73955,16901,224897,Available
R0005850,S005076,Emirates,Skywards,Economy,62282,7089,205919,Available
R0005851,S005076,United Airlines,MileagePlus,Economy,64970,15002,206843,Available
R0005852,S005077,United Airlines,MileagePlus,Business,107125,16770,207556,Available
R0005853,S005079,Lufthansa,Miles & More,Business,141682,10691,425401,Available
R0005854,S005080,Qatar Airways,Privilege Club,Business,128204,4395,369079,Available
R0005855,S005080,Air Canada,Aeroplan,Business,61636,15167,201298,Available
R0005856,S005081,Etihad Airways,Etihad Guest,Business,103095,16873,257828,Available
R0005857,S005081,Singapore Airlines,KrisFlyer,Business,109745,15797,213461,Available
R0005858,S005081,Lufthansa,Miles & More,Business,147095,6836,330586,Available
R0005859,S005082,United Airlines,MileagePlus,First,178386,10106,497388,Available
R0005860,S005082,Emirates,Skywards,First,179921,6582,546491,Available
R0005861,S005082,Singapore Airlines,KrisFlyer,First,183436,17845,388875,Available
R0005862,S005083,Singapore Airlines,KrisFlyer,Business,122209,7728,204765,Available
R0005863,S005084,United Airlines,MileagePlus,Economy,52971,10454,157083,Available
R0005864,S005084,Qatar Airways,Privilege Club,Economy,31652,5693,57298,Available
R0005865,S005085,Etihad Airways,Etihad Guest,Business,146726,16747,267007,Available
R0005866,S005086,Qatar Airways,Privilege Club,Economy,50595,10851,137277,Available
R0005867,S005087,Air Canada,Aeroplan,Economy,32374,15165,97176,Available
R0005868,S005089,Air Canada,Aeroplan,Economy,54220,16498,116449,Available
R0005869,S005090,Emirates,Skywards,Economy,64777,14574,196211,Available
R0005870,S005090,Singapore Airlines,KrisFlyer,Economy,49892,15036,137120,Available
R0005871,S005091,Etihad Airways,Etihad Guest,Economy,64833,6894,171471,Available
R0005872,S005092,Etihad Airways,Etihad Guest,Business,98019,12544,191188,Available
R0005873,S005093,United Airlines,MileagePlus,First,186726,13885,428055,Available
R0005874,S005093,Singapore Airlines,KrisFlyer,First,169431,15385,288367,Available
R0005875,S005095,Singapore Airlines,KrisFlyer,Economy,50303,11557,120503,Available
R0005876,S005095,Qatar Airways,Privilege Club,Economy,43335,5521,130676,Available
R0005877,S005096,Singapore Airlines,KrisFlyer,Economy,43705,9536,143852,Available
R0005878,S005096,Emirates,Skywards,Economy,51523,10148,133636,Available
R0005879,S005100,Emirates,Skywards,Economy,53555,15245,140547,Available
R0005880,S005100,Air Canada,Aeroplan,Economy,52438,5031,103794,Available
R0005881,S005100,Lufthansa,Miles & More,Economy,35235,8718,76190,Available
R0005882,S005101,Singapore Airlines,KrisFlyer,Business,71722,12702,183436,Available
R0005883,S005101,Lufthansa,Miles & More,Business,99380,5875,194217,Available
R0005884,S005102,Qatar Airways,Privilege Club,Business,108376,16946,283810,Available
R0005885,S005102,Air Canada,Aeroplan,Business,113432,3618,194506,Available
R0005886,S005104,Air Canada,Aeroplan,Economy,25978,12263,56456,Available
R0005887,S005105,Lufthansa,Miles & More,Economy,35792,17807,100645,Available
R0005888,S005108,Air India,Flying Returns,Business,106526,10563,291442,Available
R0005889,S005108,Qatar Airways,Privilege Club,Business,116364,10280,344328,Available
R0005890,S005108,Emirates,Skywards,Business,70741,13586,167515,Available
R0005891,S005109,Air Canada,Aeroplan,Business,87577,13362,238629,Available
R0005892,S005109,Qatar Airways,Privilege Club,Business,122631,14255,390874,Available
R0005893,S005110,Lufthansa,Miles & More,Business,118333,8686,321670,Available
R0005894,S005112,Air Canada,Aeroplan,Economy,35184,10718,88996,Available
R0005895,S005112,United Airlines,MileagePlus,Economy,40425,14789,102916,Available
R0005896,S005112,Qatar Airways,Privilege Club,Economy,60708,4359,165532,Available
R0005897,S005114,Air India,Flying Returns,Business,80778,16395,172551,Available
R0005898,S005114,Air Canada,Aeroplan,Business,105668,15802,352029,Available
R0005899,S005116,Singapore Airlines,KrisFlyer,Economy,56883,10213,190012,Available
R0005900,S005117,United Airlines,MileagePlus,Economy,59321,11410,128508,Available
R0005901,S005117,Etihad Airways,Etihad Guest,Economy,62517,8245,173044,Available
R0005902,S005118,Etihad Airways,Etihad Guest,Economy,33735,16708,87951,Available
R0005903,S005118,Air Canada,Aeroplan,Economy,25913,11829,85089,Available
R0005904,S005120,United Airlines,MileagePlus,Economy,63494,8875,137328,Available
R0005905,S005120,Emirates,Skywards,Economy,55866,4456,143957,Available
R0005906,S005120,Singapore Airlines,KrisFlyer,Economy,33006,12934,102761,Available
R0005907,S005121,Air Canada,Aeroplan,Economy,31701,4527,97733,Available
R0005908,S005122,Singapore Airlines,KrisFlyer,Business,103654,6407,211209,Available
R0005909,S005122,Qatar Airways,Privilege Club,Business,127562,9110,393208,Available
R0005910,S005124,Emirates,Skywards,Business,131702,7990,336631,Available
R0005911,S005128,Lufthansa,Miles & More,Economy,46972,12104,90665,Available
R0005912,S005128,Air Canada,Aeroplan,Economy,59971,15765,203921,Available
R0005913,S005129,Etihad Airways,Etihad Guest,First,201400,7293,476023,Available
R0005914,S005129,Singapore Airlines,KrisFlyer,First,200113,6785,424130,Available
R0005915,S005129,Emirates,Skywards,First,138419,14993,389789,Available
R0005916,S005130,Etihad Airways,Etihad Guest,Economy,31607,17875,105095,Available
R0005917,S005130,Air India,Flying Returns,Economy,31188,7785,103382,Available
R0005918,S005131,Singapore Airlines,KrisFlyer,Business,132164,4141,376824,Available
R0005919,S005131,United Airlines,MileagePlus,Business,65092,15276,134017,Available
R0005920,S005131,Air Canada,Aeroplan,Business,109930,12105,210606,Available
R0005921,S005132,Air India,Flying Returns,Economy,27148,12168,91422,Available
R0005922,S005133,Qatar Airways,Privilege Club,First,196565,10953,562966,Available
R0005923,S005135,Emirates,Skywards,Business,135064,16817,338557,Available
R0005924,S005135,Singapore Airlines,KrisFlyer,Business,103578,11429,204268,Available
R0005925,S005136,Qatar Airways,Privilege Club,Economy,26258,15215,93713,Available
R0005926,S005138,Air India,Flying Returns,Business,94390,9247,197791,Available
R0005927,S005140,Etihad Airways,Etihad Guest,Economy,55504,15505,153339,Available
R0005928,S005141,Qatar Airways,Privilege Club,First,120087,17061,273728,Available
R0005929,S005141,United Airlines,MileagePlus,First,122707,8246,371124,Available
